"Perioden";"Regio's";"Vestiging in de gemeente /Vestiging vanuit een andere gemeente (aantal)";"Vestiging in de gemeente /Immigratie (aantal)";"Vertrek uit de gemeente/Vertrek naar andere gemeente (aantal)";"Vertrek uit de gemeente/Emigratie inclusief adm. correcties (aantal)"
"2003";"Maasdriel";656;66;736;93
"2004";"Maasdriel";654;69;672;86
"2005";"Maasdriel";681;74;751;90
"2006";"Maasdriel";668;93;809;100
"2007";"Maasdriel";734;133;744;52
"2008";"Maasdriel";693;366;712;251
"2009";"Maasdriel";628;182;682;181
"2010";"Maasdriel";706;216;645;123
"2011";"Maasdriel";628;165;636;149
"2012";"Maasdriel";666;247;718;138
"2013";"Maasdriel";608;305;816;98
"2014";"Maasdriel";696;279;810;183
"2015";"Maasdriel";731;204;885;158
"2016";"Maasdriel";857;208;811;124
"2017";"Maasdriel";1061;195;1024;159
"2018";"Maasdriel";1048;406;946;173
"2019";"Maasdriel";1017;566;988;256
"2020";"Maasdriel";1029;961;1027;514
"2021";"Maasdriel";1039;721;1030;676
"2022";"Maasdriel";1012;1257;951;772
"2023";"Maasdriel";1073;709;1038;549
"2002";"Maasgouw";;;;
"2003";"Maasgouw";;;;
"2004";"Maasgouw";;;;
"2005";"Maasgouw";;;;
"2006";"Maasgouw";;;;
"2007";"Maasgouw";932;87;841;113
"2008";"Maasgouw";900;118;875;155
"2009";"Maasgouw";736;87;852;127
"2010";"Maasgouw";779;143;794;99
"2011";"Maasgouw";762;128;836;151
"2012";"Maasgouw";830;127;841;85
"2013";"Maasgouw";803;116;880;113
"2014";"Maasgouw";841;125;870;132
"2015";"Maasgouw";853;114;829;93
"2016";"Maasgouw";1010;109;926;87
"2017";"Maasgouw";1096;138;1104;117
"2018";"Maasgouw";1118;162;1054;105
"2019";"Maasgouw";1292;208;1020;96
"2020";"Maasgouw";1143;145;1062;107
"2021";"Maasgouw";1133;134;907;119
"2022";"Maasgouw";1341;303;1015;191
"2023";"Maasgouw";1108;278;1026;137
"2002";"Maashorst";;;;
"2003";"Maashorst";;;;
"2004";"Maashorst";;;;
"2005";"Maashorst";;;;
"2006";"Maashorst";;;;
"2007";"Maashorst";;;;
"2008";"Maashorst";;;;
"2009";"Maashorst";;;;
"2010";"Maashorst";;;;
"2011";"Maashorst";;;;
"2012";"Maashorst";;;;
"2013";"Maashorst";;;;
"2014";"Maashorst";;;;
"2015";"Maashorst";;;;
"2016";"Maashorst";;;;
"2017";"Maashorst";;;;
"2018";"Maashorst";;;;
"2019";"Maashorst";;;;
"2020";"Maashorst";;;;
"2021";"Maashorst";;;;
"2022";"Maashorst";1861;815;1708;342
"2023";"Maashorst";2020;562;1850;396
"2002";"Maasland";152;20;218;19
"2003";"Maasland";124;19;232;6
"2004";"Maasland";;;;
"2005";"Maasland";;;;
"2006";"Maasland";;;;
"2007";"Maasland";;;;
"2008";"Maasland";;;;
"2009";"Maasland";;;;
"2010";"Maasland";;;;
"2011";"Maasland";;;;
"2012";"Maasland";;;;
"2013";"Maasland";;;;
"2014";"Maasland";;;;
"2015";"Maasland";;;;
"2016";"Maasland";;;;
"2017";"Maasland";;;;
"2018";"Maasland";;;;
"2019";"Maasland";;;;
"2020";"Maasland";;;;
"2021";"Maasland";;;;
"2022";"Maasland";;;;
"2023";"Maasland";;;;
"2002";"Maassluis";1141;120;1274;99
"2003";"Maassluis";949;161;1226;149
"2004";"Maassluis";861;81;1296;170
"2005";"Maassluis";781;109;1374;124
"2006";"Maassluis";851;103;1303;141
"2007";"Maassluis";1000;77;1161;140
"2008";"Maassluis";931;135;1038;118
"2009";"Maassluis";1112;159;1012;123
"2010";"Maassluis";1201;192;1008;131
"2011";"Maassluis";961;192;1055;235
"2012";"Maassluis";1122;202;1045;169
"2013";"Maassluis";1147;254;1116;208
"2014";"Maassluis";1145;257;1100;236
"2015";"Maassluis";1168;232;1101;258
"2016";"Maassluis";1258;208;1143;185
"2017";"Maassluis";1299;194;1265;154
"2018";"Maassluis";1330;254;1106;217
"2019";"Maassluis";1495;326;1192;208
"2020";"Maassluis";1526;220;1226;161
"2021";"Maassluis";1795;231;1272;206
"2022";"Maassluis";2029;414;1124;218
"2023";"Maassluis";1664;354;1200;296
"2002";"Maastricht";5178;1887;5134;1860
"2003";"Maastricht";5185;1653;4933;1519
"2004";"Maastricht";4980;1624;5128;1994
"2005";"Maastricht";4758;1736;5654;1929
"2006";"Maastricht";4990;1795;5328;2333
"2007";"Maastricht";4822;1987;5134;2434
"2008";"Maastricht";4945;2707;4994;2035
"2009";"Maastricht";4786;2956;5086;2093
"2010";"Maastricht";4853;3988;5211;2220
"2011";"Maastricht";4936;4551;5220;2590
"2012";"Maastricht";4987;4514;5370;3035
"2013";"Maastricht";5342;4617;5334;3673
"2014";"Maastricht";5335;4588;5492;4116
"2015";"Maastricht";5014;5984;6191;4305
"2016";"Maastricht";5387;5637;6299;4158
"2017";"Maastricht";5368;5934;6392;4502
"2018";"Maastricht";5025;5938;6061;5636
"2019";"Maastricht";5107;6681;6164;5156
"2020";"Maastricht";6068;5841;6346;6223
"2021";"Maastricht";6239;6800;6506;5074
"2022";"Maastricht";6000;7704;6288;5313
"2023";"Maastricht";6983;7508;6275;5186
"2002";"Margraten";547;84;609;96
"2003";"Margraten";597;46;594;116
"2004";"Margraten";545;60;548;104
"2005";"Margraten";605;54;549;89
"2006";"Margraten";608;56;608;80
"2007";"Margraten";569;53;569;41
"2008";"Margraten";557;52;678;86
"2009";"Margraten";639;82;612;72
"2010";"Margraten";591;56;598;64
"2011";"Margraten";;;;
"2012";"Margraten";;;;
"2013";"Margraten";;;;
"2014";"Margraten";;;;
"2015";"Margraten";;;;
"2016";"Margraten";;;;
"2017";"Margraten";;;;
"2018";"Margraten";;;;
"2019";"Margraten";;;;
"2020";"Margraten";;;;
"2021";"Margraten";;;;
"2022";"Margraten";;;;
"2023";"Margraten";;;;
"2002";"De Marne";460;121;574;48
"2003";"De Marne";503;102;558;92
"2004";"De Marne";534;65;517;43
"2005";"De Marne";374;66;526;129
"2006";"De Marne";383;24;698;122
"2007";"De Marne";379;27;430;44
"2008";"De Marne";337;30;456;37
"2009";"De Marne";355;24;410;17
"2010";"De Marne";344;22;368;26
"2011";"De Marne";292;44;361;40
"2012";"De Marne";292;46;380;30
"2013";"De Marne";324;34;438;30
"2014";"De Marne";371;32;437;19
"2015";"De Marne";415;24;410;56
"2016";"De Marne";388;37;415;37
"2017";"De Marne";429;25;442;25
"2018";"De Marne";446;34;460;21
"2019";"De Marne";;;;
"2020";"De Marne";;;;
"2021";"De Marne";;;;
"2022";"De Marne";;;;
"2023";"De Marne";;;;
"2002";"Marum";487;82;470;0
"2003";"Marum";403;85;474;-12
"2004";"Marum";383;16;598;145
"2005";"Marum";384;21;419;26
"2006";"Marum";380;13;438;11
"2007";"Marum";530;19;405;25
"2008";"Marum";485;23;416;16
"2009";"Marum";428;20;334;13
"2010";"Marum";342;18;345;10
"2011";"Marum";323;30;435;17
"2012";"Marum";326;43;396;25
"2013";"Marum";361;36;405;41
"2014";"Marum";392;24;462;29
"2015";"Marum";421;27;455;20
"2016";"Marum";572;25;503;23
"2017";"Marum";626;31;527;26
"2018";"Marum";547;39;572;21
"2019";"Marum";;;;
"2020";"Marum";;;;
"2021";"Marum";;;;
"2022";"Marum";;;;
"2023";"Marum";;;;
"2002";"Medemblik";450;55;323;15
"2003";"Medemblik";408;67;383;11
"2004";"Medemblik";303;67;358;38
"2005";"Medemblik";457;47;354;126
"2006";"Medemblik";359;33;686;81
"2007";"Medemblik";963;95;947;68
"2008";"Medemblik";1164;175;969;136
"2009";"Medemblik";997;157;853;57
"2010";"Medemblik";899;149;859;95
"2011";"Medemblik";1292;256;1280;121
"2012";"Medemblik";1291;229;1328;167
"2013";"Medemblik";1250;312;1420;142
"2014";"Medemblik";1485;404;1402;235
"2015";"Medemblik";1633;401;1622;283
"2016";"Medemblik";1774;337;1582;240
"2017";"Medemblik";2025;370;1729;253
"2018";"Medemblik";1933;368;1799;232
"2019";"Medemblik";1710;476;1602;258
"2020";"Medemblik";1896;457;1892;345
"2021";"Medemblik";1866;581;1709;414
"2022";"Medemblik";1891;1066;1736;585
"2023";"Medemblik";1866;557;1873;500
"2002";"Meerlo-Wanssum";266;19;275;17
"2003";"Meerlo-Wanssum";301;11;358;9
"2004";"Meerlo-Wanssum";235;16;266;30
"2005";"Meerlo-Wanssum";268;17;345;29
"2006";"Meerlo-Wanssum";270;30;344;31
"2007";"Meerlo-Wanssum";247;34;286;17
"2008";"Meerlo-Wanssum";328;32;296;23
"2009";"Meerlo-Wanssum";291;28;297;14
"2010";"Meerlo-Wanssum";;;;
"2011";"Meerlo-Wanssum";;;;
"2012";"Meerlo-Wanssum";;;;
"2013";"Meerlo-Wanssum";;;;
"2014";"Meerlo-Wanssum";;;;
"2015";"Meerlo-Wanssum";;;;
"2016";"Meerlo-Wanssum";;;;
"2017";"Meerlo-Wanssum";;;;
"2018";"Meerlo-Wanssum";;;;
"2019";"Meerlo-Wanssum";;;;
"2020";"Meerlo-Wanssum";;;;
"2021";"Meerlo-Wanssum";;;;
"2022";"Meerlo-Wanssum";;;;
"2023";"Meerlo-Wanssum";;;;
"2002";"Meerssen";658;78;761;167
"2003";"Meerssen";797;77;805;135
"2004";"Meerssen";650;59;705;139
"2005";"Meerssen";781;56;787;126
"2006";"Meerssen";809;67;809;110
"2007";"Meerssen";770;82;783;84
"2008";"Meerssen";696;93;764;81
"2009";"Meerssen";608;92;741;97
"2010";"Meerssen";601;99;688;66
"2011";"Meerssen";625;103;676;85
"2012";"Meerssen";637;106;648;97
"2013";"Meerssen";671;107;714;121
"2014";"Meerssen";685;75;794;92
"2015";"Meerssen";779;89;733;98
"2016";"Meerssen";809;101;757;90
"2017";"Meerssen";833;98;799;90
"2018";"Meerssen";802;121;831;95
"2019";"Meerssen";819;112;813;100
"2020";"Meerssen";832;84;876;84
"2021";"Meerssen";802;116;770;115
"2022";"Meerssen";829;199;770;125
"2023";"Meerssen";850;143;789;107
"2002";"Meierijstad";;;;
"2003";"Meierijstad";;;;
"2004";"Meierijstad";;;;
"2005";"Meierijstad";;;;
"2006";"Meierijstad";;;;
"2007";"Meierijstad";;;;
"2008";"Meierijstad";;;;
"2009";"Meierijstad";;;;
"2010";"Meierijstad";;;;
"2011";"Meierijstad";;;;
"2012";"Meierijstad";;;;
"2013";"Meierijstad";;;;
"2014";"Meierijstad";;;;
"2015";"Meierijstad";;;;
"2016";"Meierijstad";;;;
"2017";"Meierijstad";2678;558;2502;515
"2018";"Meierijstad";2799;654;2424;426
"2019";"Meierijstad";2515;717;2409;460
"2020";"Meierijstad";2856;708;2560;441
"2021";"Meierijstad";3023;593;2365;350
"2022";"Meierijstad";2577;1320;2185;632
"2023";"Meierijstad";2889;870;2602;533
"2002";"Meijel";167;19;191;12
"2003";"Meijel";150;15;156;16
"2004";"Meijel";142;11;131;14
"2005";"Meijel";150;20;140;19
"2006";"Meijel";159;4;148;12
"2007";"Meijel";218;3;147;18
"2008";"Meijel";181;19;167;6
"2009";"Meijel";167;24;157;8
"2010";"Meijel";;;;
"2011";"Meijel";;;;
"2012";"Meijel";;;;
"2013";"Meijel";;;;
"2014";"Meijel";;;;
"2015";"Meijel";;;;
"2016";"Meijel";;;;
"2017";"Meijel";;;;
"2018";"Meijel";;;;
"2019";"Meijel";;;;
"2020";"Meijel";;;;
"2021";"Meijel";;;;
"2022";"Meijel";;;;
"2023";"Meijel";;;;
"2002";"Menaldumadeel";407;17;666;8
"2003";"Menaldumadeel";430;18;582;26
"2004";"Menaldumadeel";439;29;538;30
"2005";"Menaldumadeel";431;9;580;26
"2006";"Menaldumadeel";463;24;584;32
"2007";"Menaldumadeel";479;27;610;44
"2008";"Menaldumadeel";534;47;613;24
"2009";"Menaldumadeel";505;32;512;27
"2010";"Menaldumadeel";463;30;508;38
"2011";"Menaldumadeel";;;;
"2012";"Menaldumadeel";;;;
"2013";"Menaldumadeel";;;;
"2014";"Menaldumadeel";;;;
"2015";"Menaldumadeel";;;;
"2016";"Menaldumadeel";;;;
"2017";"Menaldumadeel";;;;
"2018";"Menaldumadeel";;;;
"2019";"Menaldumadeel";;;;
"2020";"Menaldumadeel";;;;
"2021";"Menaldumadeel";;;;
"2022";"Menaldumadeel";;;;
"2023";"Menaldumadeel";;;;
"2002";"Menameradiel";;;;
"2003";"Menameradiel";;;;
"2004";"Menameradiel";;;;
"2005";"Menameradiel";;;;
"2006";"Menameradiel";;;;
"2007";"Menameradiel";;;;
"2008";"Menameradiel";;;;
"2009";"Menameradiel";;;;
"2010";"Menameradiel";;;;
"2011";"Menameradiel";466;36;522;21
"2012";"Menameradiel";409;46;501;22
"2013";"Menameradiel";418;32;515;23
"2014";"Menameradiel";453;45;553;33
"2015";"Menameradiel";484;47;573;30
"2016";"Menameradiel";580;42;645;51
"2017";"Menameradiel";615;26;648;30
"2018";"Menameradiel";;;;
"2019";"Menameradiel";;;;
"2020";"Menameradiel";;;;
"2021";"Menameradiel";;;;
"2022";"Menameradiel";;;;
"2023";"Menameradiel";;;;
"2002";"Menterwolde";509;20;509;11
"2003";"Menterwolde";534;4;614;51
"2004";"Menterwolde";477;29;541;23
"2005";"Menterwolde";568;15;540;38
"2006";"Menterwolde";488;21;582;34
"2007";"Menterwolde";575;29;633;41
"2008";"Menterwolde";516;30;527;26
"2009";"Menterwolde";455;32;471;36
"2010";"Menterwolde";425;37;545;39
"2011";"Menterwolde";442;42;497;31
"2012";"Menterwolde";471;24;468;18
"2013";"Menterwolde";407;25;517;11
"2014";"Menterwolde";491;20;532;29
"2015";"Menterwolde";596;30;562;23
"2016";"Menterwolde";594;18;633;32
"2017";"Menterwolde";633;20;756;29
"2018";"Menterwolde";;;;
"2019";"Menterwolde";;;;
"2020";"Menterwolde";;;;
"2021";"Menterwolde";;;;
"2022";"Menterwolde";;;;
"2023";"Menterwolde";;;;
"2002";"Meppel";1301;314;1234;85
"2003";"Meppel";1304;147;1392;136
"2004";"Meppel";1142;67;1459;153
"2005";"Meppel";1183;72;1184;105
"2006";"Meppel";1675;57;1151;123
"2007";"Meppel";1528;108;1134;138
"2008";"Meppel";1540;100;1139;86
"2009";"Meppel";1275;106;1108;54
"2010";"Meppel";1166;97;1146;112
"2011";"Meppel";1055;117;1117;98
"2012";"Meppel";1210;126;1109;88
"2013";"Meppel";1107;117;1057;83
"2014";"Meppel";1103;119;1199;148
"2015";"Meppel";1240;140;1275;136
"2016";"Meppel";1596;124;1362;103
"2017";"Meppel";1747;149;1398;84
"2018";"Meppel";1533;206;1335;193
"2019";"Meppel";1671;212;1377;126
"2020";"Meppel";1789;168;1366;103
"2021";"Meppel";1693;237;1397;131
"2022";"Meppel";1645;646;1280;245
"2023";"Meppel";1798;369;1488;291
"2002";"Middelburg (Z.)";2252;362;1875;221
"2003";"Middelburg (Z.)";1858;253;1892;181
"2004";"Middelburg (Z.)";1925;241;1920;152
"2005";"Middelburg (Z.)";2481;205;2048;231
"2006";"Middelburg (Z.)";2264;213;1971;276
"2007";"Middelburg (Z.)";2176;277;2183;307
"2008";"Middelburg (Z.)";2114;591;2283;293
"2009";"Middelburg (Z.)";2068;733;2190;294
"2010";"Middelburg (Z.)";1824;582;2183;302
"2011";"Middelburg (Z.)";1907;448;2326;362
"2012";"Middelburg (Z.)";1873;257;1970;450
"2013";"Middelburg (Z.)";1980;270;1946;254
"2014";"Middelburg (Z.)";1881;308;2007;282
"2015";"Middelburg (Z.)";2140;496;2165;270
"2016";"Middelburg (Z.)";2356;608;2549;302
"2017";"Middelburg (Z.)";2631;432;2447;306
"2018";"Middelburg (Z.)";2573;471;2443;311
"2019";"Middelburg (Z.)";2350;491;2223;338
"2020";"Middelburg (Z.)";2408;489;2461;317
"2021";"Middelburg (Z.)";2501;572;2374;333
"2022";"Middelburg (Z.)";2653;1011;2463;391
"2023";"Middelburg (Z.)";2634;701;2714;533
"2002";"Middelharnis";704;37;561;55
"2003";"Middelharnis";588;41;478;36
"2004";"Middelharnis";519;41;484;33
"2005";"Middelharnis";747;20;545;45
"2006";"Middelharnis";692;25;532;59
"2007";"Middelharnis";516;41;600;31
"2008";"Middelharnis";758;37;461;38
"2009";"Middelharnis";530;63;585;56
"2010";"Middelharnis";642;68;554;38
"2011";"Middelharnis";517;39;512;66
"2012";"Middelharnis";502;58;486;34
"2013";"Middelharnis";;;;
"2014";"Middelharnis";;;;
"2015";"Middelharnis";;;;
"2016";"Middelharnis";;;;
"2017";"Middelharnis";;;;
"2018";"Middelharnis";;;;
"2019";"Middelharnis";;;;
"2020";"Middelharnis";;;;
"2021";"Middelharnis";;;;
"2022";"Middelharnis";;;;
"2023";"Middelharnis";;;;
"2002";"Midden-Delfland";;;;
"2003";"Midden-Delfland";;;;
"2004";"Midden-Delfland";555;42;684;55
"2005";"Midden-Delfland";900;35;604;55
"2006";"Midden-Delfland";681;46;668;64
"2007";"Midden-Delfland";544;46;739;55
"2008";"Midden-Delfland";736;37;664;53
"2009";"Midden-Delfland";826;47;619;47
"2010";"Midden-Delfland";801;55;615;52
"2011";"Midden-Delfland";661;67;628;102
"2012";"Midden-Delfland";652;80;728;64
"2013";"Midden-Delfland";735;57;628;49
"2014";"Midden-Delfland";914;71;733;55
"2015";"Midden-Delfland";884;73;728;83
"2016";"Midden-Delfland";911;55;793;68
"2017";"Midden-Delfland";1125;67;837;81
"2018";"Midden-Delfland";806;65;822;59
"2019";"Midden-Delfland";755;62;831;69
"2020";"Midden-Delfland";926;59;919;34
"2021";"Midden-Delfland";831;72;811;62
"2022";"Midden-Delfland";743;99;791;68
"2023";"Midden-Delfland";678;103;813;74
"2002";"Midden-Drenthe";1217;141;1204;105
"2003";"Midden-Drenthe";1172;107;1245;132
"2004";"Midden-Drenthe";1136;78;1069;63
"2005";"Midden-Drenthe";1414;68;1139;80
"2006";"Midden-Drenthe";1327;78;1088;96
"2007";"Midden-Drenthe";1258;71;1226;79
"2008";"Midden-Drenthe";1156;64;1199;76
"2009";"Midden-Drenthe";1082;64;1086;55
"2010";"Midden-Drenthe";1002;68;1027;50
"2011";"Midden-Drenthe";1092;80;1055;99
"2012";"Midden-Drenthe";1061;66;1164;82
"2013";"Midden-Drenthe";1168;69;1150;65
"2014";"Midden-Drenthe";1097;76;1188;64
"2015";"Midden-Drenthe";1494;731;1866;81
"2016";"Midden-Drenthe";1724;628;2243;92
"2017";"Midden-Drenthe";1673;154;1874;141
"2018";"Midden-Drenthe";1567;121;1538;83
"2019";"Midden-Drenthe";1454;133;1392;69
"2020";"Midden-Drenthe";1674;122;1412;64
"2021";"Midden-Drenthe";1682;64;1302;78
"2022";"Midden-Drenthe";1496;398;1265;190
"2023";"Midden-Drenthe";1419;216;1330;142
"2002";"Midden-Groningen";;;;
"2003";"Midden-Groningen";;;;
"2004";"Midden-Groningen";;;;
"2005";"Midden-Groningen";;;;
"2006";"Midden-Groningen";;;;
"2007";"Midden-Groningen";;;;
"2008";"Midden-Groningen";;;;
"2009";"Midden-Groningen";;;;
"2010";"Midden-Groningen";;;;
"2011";"Midden-Groningen";;;;
"2012";"Midden-Groningen";;;;
"2013";"Midden-Groningen";;;;
"2014";"Midden-Groningen";;;;
"2015";"Midden-Groningen";;;;
"2016";"Midden-Groningen";;;;
"2017";"Midden-Groningen";;;;
"2018";"Midden-Groningen";2462;265;2492;163
"2019";"Midden-Groningen";2321;282;2463;171
"2020";"Midden-Groningen";2451;305;2534;190
"2021";"Midden-Groningen";2619;354;2343;287
"2022";"Midden-Groningen";2504;944;2311;280
"2023";"Midden-Groningen";2506;586;2541;509
"2002";"Mierlo";346;76;525;38
"2003";"Mierlo";327;39;456;82
"2004";"Mierlo";;;;
"2005";"Mierlo";;;;
"2006";"Mierlo";;;;
"2007";"Mierlo";;;;
"2008";"Mierlo";;;;
"2009";"Mierlo";;;;
"2010";"Mierlo";;;;
"2011";"Mierlo";;;;
"2012";"Mierlo";;;;
"2013";"Mierlo";;;;
"2014";"Mierlo";;;;
"2015";"Mierlo";;;;
"2016";"Mierlo";;;;
"2017";"Mierlo";;;;
"2018";"Mierlo";;;;
"2019";"Mierlo";;;;
"2020";"Mierlo";;;;
"2021";"Mierlo";;;;
"2022";"Mierlo";;;;
"2023";"Mierlo";;;;
"2002";"Mill en Sint Hubert";273;10;297;27
"2003";"Mill en Sint Hubert";267;19;324;29
"2004";"Mill en Sint Hubert";275;8;287;34
"2005";"Mill en Sint Hubert";289;12;317;20
"2006";"Mill en Sint Hubert";259;12;335;29
"2007";"Mill en Sint Hubert";285;27;333;28
"2008";"Mill en Sint Hubert";345;24;342;31
"2009";"Mill en Sint Hubert";287;37;316;34
"2010";"Mill en Sint Hubert";310;28;332;29
"2011";"Mill en Sint Hubert";275;24;350;22
"2012";"Mill en Sint Hubert";339;25;341;33
"2013";"Mill en Sint Hubert";297;26;334;20
"2014";"Mill en Sint Hubert";360;47;372;44
"2015";"Mill en Sint Hubert";370;23;366;42
"2016";"Mill en Sint Hubert";421;16;356;23
"2017";"Mill en Sint Hubert";449;21;399;24
"2018";"Mill en Sint Hubert";475;38;397;45
"2019";"Mill en Sint Hubert";481;43;426;35
"2020";"Mill en Sint Hubert";479;38;389;36
"2021";"Mill en Sint Hubert";454;43;397;32
"2022";"Mill en Sint Hubert";;;;
"2023";"Mill en Sint Hubert";;;;
"2002";"Millingen aan de Rijn";140;26;163;37
"2003";"Millingen aan de Rijn";157;13;145;45
"2004";"Millingen aan de Rijn";141;12;167;40
"2005";"Millingen aan de Rijn";157;13;197;32
"2006";"Millingen aan de Rijn";199;19;159;43
"2007";"Millingen aan de Rijn";190;22;178;37
"2008";"Millingen aan de Rijn";145;28;168;36
"2009";"Millingen aan de Rijn";237;20;178;28
"2010";"Millingen aan de Rijn";156;27;176;22
"2011";"Millingen aan de Rijn";148;12;152;21
"2012";"Millingen aan de Rijn";177;21;159;10
"2013";"Millingen aan de Rijn";167;21;217;16
"2014";"Millingen aan de Rijn";203;28;209;22
"2015";"Millingen aan de Rijn";;;;
"2016";"Millingen aan de Rijn";;;;
"2017";"Millingen aan de Rijn";;;;
"2018";"Millingen aan de Rijn";;;;
"2019";"Millingen aan de Rijn";;;;
"2020";"Millingen aan de Rijn";;;;
"2021";"Millingen aan de Rijn";;;;
"2022";"Millingen aan de Rijn";;;;
"2023";"Millingen aan de Rijn";;;;
"2002";"Moerdijk";1056;130;1073;121
"2003";"Moerdijk";1047;105;959;111
"2004";"Moerdijk";1011;102;1020;128
"2005";"Moerdijk";946;70;1043;143
"2006";"Moerdijk";987;109;1055;124
"2007";"Moerdijk";1083;100;1097;115
"2008";"Moerdijk";944;127;1106;118
"2009";"Moerdijk";784;129;935;132
"2010";"Moerdijk";913;137;987;92
"2011";"Moerdijk";888;149;1003;111
"2012";"Moerdijk";1011;167;980;107
"2013";"Moerdijk";1122;123;1021;130
"2014";"Moerdijk";1186;155;1138;135
"2015";"Moerdijk";1164;164;1177;160
"2016";"Moerdijk";1449;133;1256;132
"2017";"Moerdijk";1421;174;1363;162
"2018";"Moerdijk";1350;211;1386;135
"2019";"Moerdijk";1447;285;1328;154
"2020";"Moerdijk";1516;174;1354;178
"2021";"Moerdijk";1552;185;1336;168
"2022";"Moerdijk";1481;449;1293;190
"2023";"Moerdijk";1582;337;1242;278
"2002";"Molenlanden";;;;
"2003";"Molenlanden";;;;
"2004";"Molenlanden";;;;
"2005";"Molenlanden";;;;
"2006";"Molenlanden";;;;
"2007";"Molenlanden";;;;
"2008";"Molenlanden";;;;
"2009";"Molenlanden";;;;
"2010";"Molenlanden";;;;
"2011";"Molenlanden";;;;
"2012";"Molenlanden";;;;
"2013";"Molenlanden";;;;
"2014";"Molenlanden";;;;
"2015";"Molenlanden";;;;
"2016";"Molenlanden";;;;
"2017";"Molenlanden";;;;
"2018";"Molenlanden";;;;
"2019";"Molenlanden";1315;171;1437;126
"2020";"Molenlanden";1505;196;1557;74
"2021";"Molenlanden";1765;149;1391;147
"2022";"Molenlanden";1537;535;1384;315
"2023";"Molenlanden";1506;268;1601;214
"2002";"Molenwaard";;;;
"2003";"Molenwaard";;;;
"2004";"Molenwaard";;;;
"2005";"Molenwaard";;;;
"2006";"Molenwaard";;;;
"2007";"Molenwaard";;;;
"2008";"Molenwaard";;;;
"2009";"Molenwaard";;;;
"2010";"Molenwaard";;;;
"2011";"Molenwaard";;;;
"2012";"Molenwaard";;;;
"2013";"Molenwaard";609;77;856;102
"2014";"Molenwaard";737;74;938;76
"2015";"Molenwaard";847;68;906;73
"2016";"Molenwaard";911;100;912;97
"2017";"Molenwaard";1021;87;1069;92
"2018";"Molenwaard";930;91;1029;97
"2019";"Molenwaard";;;;
"2020";"Molenwaard";;;;
"2021";"Molenwaard";;;;
"2022";"Molenwaard";;;;
"2023";"Molenwaard";;;;
"2002";"Monster";777;62;662;43
"2003";"Monster";642;40;647;39
"2004";"Monster";;;;
"2005";"Monster";;;;
"2006";"Monster";;;;
"2007";"Monster";;;;
"2008";"Monster";;;;
"2009";"Monster";;;;
"2010";"Monster";;;;
"2011";"Monster";;;;
"2012";"Monster";;;;
"2013";"Monster";;;;
"2014";"Monster";;;;
"2015";"Monster";;;;
"2016";"Monster";;;;
"2017";"Monster";;;;
"2018";"Monster";;;;
"2019";"Monster";;;;
"2020";"Monster";;;;
"2021";"Monster";;;;
"2022";"Monster";;;;
"2023";"Monster";;;;
"2002";"Montferland";;;;
"2003";"Montferland";;;;
"2004";"Montferland";;;;
"2005";"Montferland";960;95;1078;140
"2006";"Montferland";935;92;1026;196
"2007";"Montferland";1077;115;1119;159
"2008";"Montferland";1266;125;1095;178
"2009";"Montferland";1039;137;968;123
"2010";"Montferland";989;134;1125;130
"2011";"Montferland";1074;155;1044;131
"2012";"Montferland";1015;117;1170;122
"2013";"Montferland";1239;164;1091;123
"2014";"Montferland";1346;192;1163;151
"2015";"Montferland";1273;164;1211;132
"2016";"Montferland";1464;152;1259;167
"2017";"Montferland";1669;242;1397;141
"2018";"Montferland";1591;321;1213;225
"2019";"Montferland";1558;232;1522;200
"2020";"Montferland";1535;165;1420;160
"2021";"Montferland";1709;194;1333;124
"2022";"Montferland";1629;557;1283;270
"2023";"Montferland";1404;289;1284;278
"2002";"Montfoort";410;24;519;35
"2003";"Montfoort";355;37;447;41
"2004";"Montfoort";416;36;452;42
"2005";"Montfoort";445;25;478;38
"2006";"Montfoort";386;32;548;40
"2007";"Montfoort";374;29;477;25
"2008";"Montfoort";372;49;487;52
"2009";"Montfoort";348;50;442;36
"2010";"Montfoort";339;47;438;32
"2011";"Montfoort";418;46;408;47
"2012";"Montfoort";331;35;382;34
"2013";"Montfoort";411;38;457;52
"2014";"Montfoort";402;47;465;42
"2015";"Montfoort";472;44;455;37
"2016";"Montfoort";553;59;543;54
"2017";"Montfoort";546;43;598;18
"2018";"Montfoort";543;57;500;41
"2019";"Montfoort";321;74;481;44
"2020";"Montfoort";457;67;525;58
"2021";"Montfoort";474;32;601;41
